source,review_id,review_date,developer_response,review_description,rating,user_name,review_title,developer_response_date,thumbs_up,laguage_code,country_code
App Store,4dc1e84f-347d-4cad-8387-62a25ba12c8a,2023-11-14 13:52:07,,KOPI RASA RUDAALLL….,1,xxssccssxxssa,Ashyuu…..,,,id,id
App Store,225ae440-1c0f-4162-a73f-1e643f401c57,2023-11-14 03:48:32,,Kopi darah yahudi,1,Nonjok,Zionis,,,id,id
App Store,a1a9dee7-009b-406d-8eb9-d924eb62a659,2023-11-13 09:20:54,"{'id': 40207740, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Khusus untuk gmail, email untuk kode OTP akan masuk ke folder promotion/important. Jika masih berkendala, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-18T06:17:12Z'}",Ga dapet konfirmasi kode dr email. Udh resend berkali2 ttp gbsa,1,alealeopopmochi,Mau sign up aj harus tunggu 15 menit wkwk,,,id,id
App Store,678b8840-200d-40ff-b3ca-032b18259682,2023-11-12 05:35:06,"{'id': 40207593, 'body': 'Hi, Really apologize for the inconvenience. Please try again and refresh your application after that please try resetting your password from the Forgot Password menu on apps. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-11-18T06:11:28Z'}",Impossible to log in. Not useful.,1,Tonemanym,Cannot use it on iPhone 15 with iOS 17.1.1,,,id,id
App Store,78b08137-1e19-416c-b777-3d9a81aceac1,2023-11-12 02:19:19,"{'id': 40207533, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Khusus untuk gmail, email untuk kode OTP akan masuk ke folder promotion/important. Jika masih berkendala, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-18T06:03:10Z'}",kagadapet kode verifikasi dari email…,1,ddayunda,CANT GET CODE,,,id,id
App Store,cddd7c5c-809f-4413-9a9e-22b2b5cfdd01,2023-11-10 02:52:17,"{'id': 40207481, 'body': 'Hi, Really apologize for the inconvenience. Please try again and refresh your application after that please try resetting your password from the Forgot Password menu on apps. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-11-18T05:56:42Z'}",cannot login to apps,1,jonathanchang96,cannot login,,,id,id
App Store,bfb4c7e8-43e2-4efa-b81f-f0f10ae400d8,2023-11-10 00:10:23,,Tidak enak!!! Stop genooocide!,1,qwertydede,Kopi rasa daraaaaaah,,,id,id
App Store,3288594f-abf6-49b5-9591-68991b37b3f0,2023-11-08 16:14:48,"{'id': 40066584, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali merefresh tampilan aplikasi anda. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-11T08:01:00Z'}","Ga bisa dipake sama sekali, masa jam 10 malem mau cek point full, siapa yg order. Error terus, malu sama harga kopi",1,bnthnia,Perbaiki dulu appsnya,,,id,id
App Store,7eafa50e-bd3b-4961-bc88-b3455783dee9,2023-11-07 03:53:02,,De ajala,1,jdkdisna,"I Will delete, free palestine",,,id,id
App Store,9b5805a9-b30d-467d-8e42-464513310141,2023-11-05 23:41:29,"{'id': 40065561, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-11T05:26:10Z'}","Susah Login.
Ga ada tampilan apapun",1,dede riky,👎🏻,,,id,id
App Store,948ac88b-b6a8-4289-8329-e49b7e860c4e,2023-11-06 09:03:57,"{'id': 40065916, 'body': 'Hi, Really apologize for the inconvenience. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-11-11T06:35:30Z'}","Can't verify account, can't top up",3,npdutmd,"Can't verify account, can't top up",,,id,id
App Store,f3d3a158-24f7-4328-b2e0-07c80fcfe6e9,2023-11-05 11:34:34,,please stop!!,1,ilhamhamna,STOP GENOSIDE,,,id,id
App Store,281a65e5-0808-4db1-96d7-4ce3535398b1,2023-11-03 00:31:49,"{'id': 39927237, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-04T11:26:39Z'}","Gak bisa login sama sekali, udah nyoba buat akun baru tetap juga stuck. Pantes review nya jelek semua. Gak ada perubahan di aplikasi dari dulu.!!!
Bilang nya mau di perbaiki, tapi gak ad perubahan sama sekali!",1,bsjeiebriejeornenrn,Do not download this app!,,,id,id
App Store,c8d97b8a-1e43-458f-b7d0-8d93cded7cad,2023-11-04 14:40:26,,Masukan kode PUTRIA-62CA92 saat registrasi awal dan dapatkan bonusnya,5,Putri2,PUTRIA-62CA92,,,id,id
App Store,226dde99-04da-4483-b8c7-c1fadf431677,2023-11-02 14:10:36,"{'id': 39927220, 'body': ""Hi, Really apologize to hear your review. Would you mind telling us what you dislike about it? Please write to us at customer.care@starbucks.co.id. We'll be grateful for your feedback. - Starbucks Indonesia-"", 'modified': '2023-11-04T11:23:52Z'}",Useless!,1,Rikimaru94,What a WORST apps ever!,,,id,id
App Store,d3840034-5207-4338-80b3-2dfa907c0465,2023-11-02 07:02:32,"{'id': 39927153, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-04T11:11:20Z'}",Tiba-tiba tidak bisa melakukan transaksi karena halaman tidak dapat ditampilkan. Saya sudah coba dari pagi sampai siang tetap sama. Akhirnya saya coba install ulang apps nya dan sekarang tidak bisa login sama sekali.,1,andreytj1302,Aplikasi lambat dan tidak bisa login,,,id,id
App Store,65bf2a41-a05a-41ef-b690-c3cac15edd17,2023-11-01 14:39:09,,Pliss stop support genocide!!!!,1,Tiokss,Support GENOCIDE,,,id,id
App Store,3f271733-2efd-45cf-a6b8-7774c347658d,2023-10-30 18:13:08,"{'id': 39927077, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-04T10:55:49Z'}","Dear Sbucks Team,
Please improve apps nya. Selalu high demand terus dari pagi sampai tengah malam. 
Aplikasi seharusnya lebih efektif, tp ini selalu error dan lama loading nya. 
Thank You",2,eggnesio,Please Improve,,,id,id
App Store,3ac3d744-3bb1-47dd-b938-727c32b2e7b9,2023-11-01 02:55:34,,"Tolong diperbaiki kembali apps nya, karena sulit sekali untuk melakukan sign up maupun sign in. Serta tidak ada keterangan salah input dan sebagainya. Identitas yang dimasukan sudah sesuai namun tetap tidak bisa. Terimakasih",1,Oxarwgus,Server,,,id,id
App Store,72f3b0d8-451b-43aa-8600-b920627cfc25,2023-10-30 11:03:56,"{'id': 39927065, 'body': 'Hi, Really apologize for the inconvenience. We would like to inform you that the Mobile Order is available for 100 stores in Jakarta and for pick up at the store only. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance - Starbucks Indonesia', 'modified': '2023-11-04T10:52:43Z'}","In order tab, i can't find any store in my city. Somehow, i can only find stores in Jakarta.
The app can find my location but not the stores. I need to use another food app to order from Starbucks.",2,EsperantoNickname,Unable to order in my city,,,id,id
App Store,c3355b8b-60c8-4a74-9bcc-282361c4cc63,2023-10-30 12:52:52,"{'id': 39927073, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba Sign Out - Install ulang apps - Sign In kembali pada akun anda. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-04T10:54:09Z'}",Reward tidak pernah bisa di pakai walau sudah coba di beberapa gerai,1,mfmfndensnndnd,Reward tidak pernah bisa di pakai walau sudah coba di beberapa gerai,,,id,id
App Store,882f90d4-34cb-4ccb-a683-77cfd2d3aa0a,2023-10-22 11:42:13,"{'id': 39794894, 'body': 'Hi, Really apologize for the inconvenience. Please try again and refresh your application. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance - Starbucks Indonesia', 'modified': '2023-10-28T18:08:34Z'}","Wanted to order but when i choosed a store it was only blank page, nothing happens ??",2,Rdea,Blank,,,id,id
App Store,00013777-0909-48e8-a950-ebeb530cc774,2023-10-30 09:01:32,,Dont support isreal!!,1,Saad-ali,Dont support isreal,,,id,id
App Store,7fba6466-c1bb-454e-bac1-e0e73d725705,2023-10-30 08:19:32,"{'id': 39927056, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-04T10:50:04Z'}","Selaku gagal login,",1,Qwerty010192,Gak bisa login,,,id,id
App Store,9141d1e3-19ef-4ded-8dc1-16784174c5c5,2023-10-29 14:52:12,,Messy…,1,Ferbuzzz,Apps,,,id,id
App Store,ab8c4ada-aec3-4342-bf04-e7ab80454a39,2023-10-29 12:52:22,"{'id': 39926944, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-11-04T10:35:57Z'}","Mau regist malah gak loading sama sekali. Ya sudah 😣
Gak niat",1,Silvi Tian,Una,,,id,id
App Store,df06b99b-9a78-4f04-9d05-25edef7f4dcb,2023-10-29 12:14:21,,Dissapointed,1,puputrusmana,Dissapointed,,,id,id
App Store,1ed68096-f26b-4efc-a9c0-a48c9054eda1,2023-10-28 18:49:18,"{'id': 39926904, 'body': ""Hi, Really apologize to hear your review. Would you mind telling us what you dislike about it? Please write to us at customer.care@starbucks.co.id. We'll be grateful for your feedback. - Starbucks Indonesia-"", 'modified': '2023-11-04T10:31:44Z'}",Bad apps,1,Barokatus sa diah,Bad apps,,,id,id
App Store,030d49af-00c3-4000-959c-4940162b68b1,2023-10-28 01:16:29,"{'id': 39926890, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-11-04T10:30:00Z'}","Aplikasi saya tidak ada terbuka keterangannya “permintaan sedang tinggi, mohon tunggu lebih lama untuk membuka aplikasi”. Tapi sudah berhari hari aplikasi tetap tidak bisa terbuka, sudah dicoba hapus aplikasi tetap tidak bisa masuk.",1,Rikaaa890,Aplikasi tidak ada terbuka,,,id,id
App Store,6726062e-30b3-4e40-ad06-2f179e57b705,2023-10-26 02:00:10,"{'id': 39794910, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-28T18:12:27Z'}",Berkali kali mencoba sign up gk bisa .. ada masalah kah? Tolong di jelas kan.. makasih,1,char3066,Gk bisa sign up,,,id,id
App Store,3e662925-090c-4b4c-befc-29fd40b756fc,2023-10-26 00:01:20,"{'id': 39794900, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-28T18:11:09Z'}","Jelek bgt ini apps mau sign up gabisa bisa, tapi klo tumblr day hrs pake beginian biar 50%. Sengaja kali ya 💀",1,bila0901,Gagal sign up,,,id,id
App Store,15a8701e-5321-4345-85ff-ab44cca8384c,2023-10-22 06:05:37,"{'id': 39794882, 'body': 'Hi, Really apologize for the inconvenience. If you still have any problem, please try to Sign Up your account on our website https://www.sbuxcard.com/register/index. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-10-28T18:06:18Z'}",After Install -> press button “JOIN NOW” yet the button does nothing at all!!!!,1,WoopAll,Useless App,,,id,id
App Store,abd7ad57-fb6c-47c3-a951-a44a48f3a88e,2023-10-21 12:14:37,"{'id': 39794855, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-28T18:01:55Z'}",Berkali-kali mencoba sign up gagal terus. Bagaimana mungkin brand sebesar Starbucks bisa punya aplikasi separah ini… ckckck,1,Azizpermana,Tidak Bisa Sign Up,,,id,id
App Store,bc465dd2-d684-4867-bd59-ee18abf1c2c2,2023-10-20 02:32:32,"{'id': 39794837, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon dipastikan kembali untuk settingan keyboard smartphone anda tidak terlalu lebar sehingga menutupi tombol submit/updated. Dapat anda atur sendiri di menu settingan handphone anda. Atau anda dapat mencoba update dari website - Starbucks Indonesia-', 'modified': '2023-10-28T18:00:06Z'}","Kode OTP gak keluar, 
Keyboard gak bisa di auto hide, gak bisa kilk tombol update. Hmmm",1,ponpon2020,Susah mau verification phone number!,,,id,id
App Store,77526400-2d16-48cb-b200-17b934fba154,2023-10-20 01:07:52,"{'id': 39794797, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Feeedback anda akan kami bantu sampaikan ke team terkait untuk pengecekan lebih lanjut  - Starbucks Indonesia-', 'modified': '2023-10-28T17:54:45Z'}","Starbucks management apa ga peduli dg bintang 2 apps rating nya ya. Dg brand sebesar ini, udh bertahun2 gituuu aja loading app nya, ga cuma app di device tp app di kasir juga lemot ga ketulungan, yg harus nya bs di handle 2 menit jd 5 menit, kan males ya.",1,dd_dam,App lemot,,,id,id
App Store,07e2cc91-1a54-4d81-bd97-2abc03964443,2023-10-20 00:17:23,"{'id': 39794783, 'body': 'Hi, Really apologize for the inconvenience. Please try again and refresh your application after that please try resetting your password from the Forgot Password menu on apps. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-10-28T17:51:36Z'}",In the early morning the app cannot open due to high demand.,1,Photomade,App cannot open due to high demand,,,id,id
App Store,91d40c55-26f0-4b44-b84d-f35133cdbbd1,2023-10-19 13:21:21,"{'id': 39794766, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id dengan melampirkan capture kendala yang anda alami agar dapat kami bantu - Starbucks Indonesia-', 'modified': '2023-10-28T17:49:11Z'}","Tolong di perbaiki, tidak bisa membuat akun badu",1,Andi007_id,Tidak bisa membuat akun,,,id,id
App Store,c9689c6f-aff6-4166-8a87-65e7acc6fd6c,2023-10-01 05:35:03,"{'id': 39350120, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika memiliki keluhan, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-10-06T02:17:34Z'}",Entah password email udh bner tapi ga bisa masuk,2,Erenz Cameroon,Error,,,id,id
App Store,4e733948-dee2-49c1-a600-a1cc3687e285,2023-10-19 04:17:37,,"I claim only once but it deducts all my star

Now I have to claim all the coupon and my coupon got expiry",1,vkaulika,"Bad app, not responsive app",,,id,id
App Store,a88109d0-33c0-459d-a1a5-ebd25e8a8da5,2023-10-18 05:33:33,"{'id': 39634291, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-20T10:51:42Z'}","Eh pukimaknya ,kok gk bisa aku terdaftar udh nunggu 1 jam ya njeng , ntah cemana kelen org buat member kelen persulit macem mau nyobak pinjol ya anjg",1,Kylealfan,COMPLAIN SIGN UP,,,id,id
App Store,b03c5601-360c-4326-88a9-27f78c401e11,2023-10-17 14:44:50,,pakai kode JUVITA-A4FC0D buat dapetin voucher 25k 👍🏻,4,juvilim,sobat cuan mari merapat,,,id,id
App Store,48823017-5a2b-4e43-8a05-de68d9bb42d6,2023-10-14 04:51:49,"{'id': 39634122, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali proses Sign In anda atau anda bisa melakukan reset password terlebih dulu. Jika masih berkendala, silahkan mengirimkan informasi keluhannya ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-10-20T10:45:59Z'}",Udh top up tapi gak bisa login :(,1,Fardibe,Gak bisa login,,,id,id
App Store,64c53ab1-32f2-40fd-b9d3-80c1e49cd5ec,2023-10-14 01:58:49,"{'id': 39634090, 'body': 'Hi, Really apologize for the inconvenience. We will pass your input to our IT for their review. Hopefully we can speed up the apps response at the soonest. - Starbucks Indonesia-', 'modified': '2023-10-20T10:44:18Z'}","Starbucks management have you ever review you online application ? i.e very slow accessing apps, slow displaying content/update. 
Do you have enough IT support and review their performance regularly ?? 
I’ve been used this apps for 2 years and almost give up with all of these issue!!
Whats ur improvement plan and when to be deployed ???",1,andi126534,Starbucks Apps - Very Unsatisfied,,,id,id
App Store,f3bbbdc6-a947-40c0-be25-e03fe655c8b8,2023-10-12 12:16:54,"{'id': 39507346, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Feeedback anda akan kami bantu sampaikan ke team terkait  - Starbucks Indonesia-', 'modified': '2023-10-14T06:45:41Z'}","Loading appsnya terlalu, developer aplikasinya tolong dong di buat versi lebih ringan loadingnya. Masa iya mau bayar aja harus nunggu loadingnya sampe kim jong un badannya kayak cbum dulu 😭😭😭",1,Introvert Boy,Loadingnya lama,,,id,id
App Store,f80b1c5c-2fb6-4499-8bf7-11a85d669bd3,2023-10-08 14:41:23,"{'id': 39507280, 'body': 'Hi, Really apologize for the inconvenience. Please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-10-14T06:31:01Z'}","Can’t change password, week scurity, slow app.",1,theuserhere,Amateur app,,,id,id
App Store,2a6aad53-60a7-4c01-b644-2de52c315a57,2023-10-08 08:35:15,"{'id': 39507259, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-14T06:27:58Z'}",Saya sudah coba beberapa kali sampai coba di uninstall ulang tapi tetap tidak bisa,1,Wiialexander,Tidak bisa sign up,,,id,id
App Store,b7095d86-77c4-49e0-9d6e-c95c5b23b6eb,2023-10-08 07:24:53,"{'id': 39507247, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Khusus untuk gmail, email untuk kode OTP akan masuk ke folder promotion/important. Jika masih berkendala, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-10-14T06:26:26Z'}",nunggu 5 abad cuma buat nunggu OTP code,1,kyuraax,WHERE'S MY VERIFICATION CODE?????,,,id,id
App Store,f7a213aa-2569-4380-b6fc-fec18f2bc382,2023-10-08 01:46:00,,"Buat yang masih bingung cara daftarnya gimana silahkan pake kode referal dibawah dijamin langsung berhasil!
YOGIG-9ED6F9-6C5B05",5,qertaj,Daftar / Signup,,,id,id
App Store,4b2c94e4-6165-45cb-9f85-43faffa1b6df,2023-10-07 04:15:34,"{'id': 39495632, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-13T10:53:09Z'}","mau join aja gagal terus, setengah jem nungguin masih gak gagal. 👎",1,Zzenj,PARAH!!,,,id,id
App Store,9ec5cd9f-849e-4eda-ba62-f3f03b6771d2,2023-10-07 01:47:28,"{'id': 39495438, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-13T10:42:30Z'}","Registrasi susah amat! 
Tolong segera diperbaiki",1,Mankcris,Bad,,,id,id
App Store,3aa0c460-0b1f-4df1-ad33-0658a416b4f9,2023-10-06 17:01:31,,Pake kode sebelum daftar JOYJ-D057A5 free coffee,5,noopeek,FREE COFFEE JOYJ-D057A5,,,id,id
App Store,0ba22fd1-3c4d-422b-afcd-798e754fd26c,2023-10-06 08:34:49,"{'id': 39495036, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika berkendala Sign Up di aplikasi, anda bisa melakukan Sign Up di web https://www.sbuxcard.com/register/index. Silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id jika masih berkendala - Starbucks Indonesia-', 'modified': '2023-10-13T10:18:26Z'}",Sign up loading terussss astaga aplikasi sampah,1,lusianatz,Ga bisa sign up gaesss loading,,,id,id
App Store,70331ddc-a17b-4299-aab0-5d32eecbe0a0,2023-10-05 08:40:17,"{'id': 39495016, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Khusus untuk gmail, email untuk kode OTP akan masuk ke folder promotion/important. Jika masih berkendala, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-10-13T10:17:24Z'}","Buruk banget sistemnya, mau sign in aja gk masuk reedem code nya",1,Al Anzhari,Error,,,id,id
App Store,85515ad8-7e6c-4f98-9cdf-a082853204ca,2023-10-04 12:27:58,"{'id': 39370370, 'body': 'Hi, Really apologize for the inconvenience. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-10-07T02:53:04Z'}","Just take this app down, it doesn’t work AT ALL. Sign in? Doesn’t load. Register? Never got processed.",1,awpi6,"Dear Developers,",,,id,id
App Store,8c4be1bb-e089-40eb-a7af-1ba11bcd2fc1,2023-09-27 09:31:03,"{'id': 39231946, 'body': 'Hi, Really apologize for the inconvenience. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-09-30T12:04:38Z'}",Just downloaded the app and I cannot register a new account,1,Andipiee,Cannot sign up,,,id,id
App Store,597bf428-6d50-4f93-8ce2-d58e4542b8d2,2023-09-26 04:20:18,,Bye!!!,1,madmslle sylvi,Cannot update phone number in profile section,,,id,id
App Store,1c2da8a3-2ad1-4a0d-b50a-09a906776b4b,2023-09-24 08:21:35,"{'id': 39230775, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika memiliki keluhan, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-09-30T09:47:44Z'}",Sudah sign up pas login malah gak bisa. Aneh banget 😞,1,Anitmd,Failed Login,,,id,id
App Store,410ee812-4138-48b7-aacd-02703eb49719,2023-09-16 14:54:01,,"Lemot bangetttt aplikasinya Astaghfirullah. Yang sat set gitu lhooo, masa sekelas starbucks aplikasinya begini, nangis dehhh😩",2,Nindyaffandy,Lemot,,,id,id
App Store,73c935bd-c3d8-41a5-816f-238a6aa062fa,2023-09-21 05:49:56,"{'id': 39230710, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika memiliki keluhan, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-09-30T09:40:03Z'}","Jaman modern tp kyk jaman batu nih aplikasi. Sign up ga bisa 9menit gagal, 9menit lg gagal…gitu terus. Sekelas starbuck! Rating drop aja ga di benerin",1,April Marto,App terparah,,,id,id
App Store,52e31eff-a6ce-4c09-8625-8a068a268932,2023-09-20 22:14:06,"{'id': 39074734, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika memiliki keluhan, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-09-22T10:13:41Z'}",Login aja gabisa HAHAHA,1,Reeeee33v,Jelek banget HAHAHAHA,,,id,id
App Store,e1157a27-f78a-409e-9654-3af7fde5a643,2023-09-19 07:09:10,"{'id': 39074699, 'body': 'Hi, Really apologize for the inconvenience. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-09-22T10:11:58Z'}",Cannot topup from app at all. I always get infinite loading when trying to topup,1,Alief Putera,Cannot topup,,,id,id
App Store,ac268694-753b-44fc-aa09-c362f154853a,2023-09-14 11:43:29,"{'id': 38949804, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika memiliki keluhan, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-09-16T09:20:58Z'}",Emang aplikasi nya yg lelet atau emang jaringanku?? Tpi kalo emanh jaringan knpa aplikasi lain lancar jaya ya. Gimana nih untuk top up aja lamanya bukan main loadingnya hadehh🙃,1,Sulek!,Jelek bgt,,,id,id
App Store,a73cfb82-1bcc-4fe0-b0f1-ce974797befa,2023-09-07 23:14:47,"{'id': 38949518, 'body': 'Hi, Mohon maaf atas ketidaknyamanannya. Jika memiliki keluhan, silahkan mengirimkan informasi keluhan anda ke email kami customer.care@starbucks.co.id - Starbucks Indonesia-', 'modified': '2023-09-16T08:55:48Z'}",padahal udah nunggun sampe 15 menit,1,yenihtb,"very very bad gabisa join or daftar acc, padahal udag nunggu",,,id,id
App Store,152d0f30-cd03-40c4-8cd8-7ef69ff7f654,2023-09-11 15:27:36,,Use >> ALDOS-B3D614 << to get discount! Please fix online order soon.,5,aldo0000000000000000,GET A DISCOUNT!!,,,id,id
App Store,abd32412-b05e-4d74-a1c3-1252f5a454fa,2023-09-10 04:31:23,,"TAFINV-87CAEB-A81E4F 

Masukin kode referral gaes pas pendaftaran lumayan diskon kopinya",5,Me on my iphone 7,Registration Referral,,,id,id
App Store,ac0be7ea-1fcb-4cfd-b308-28b9ca33504f,2023-09-06 02:10:50,"{'id': 38813145, 'body': 'Hi, Really apologize for the inconvenience. If you still have any problem, please contact customer.care@starbucks.co.id for further assistance. - Starbucks Indonesia-', 'modified': '2023-09-09T02:27:58Z'}",I tried resend many times but still there's no email receive to my email account,1,Panda No0ne,Can't receive email otp,,,id,id
