review_description,translated_text,sentiment
"this is a dumb application , first of all the app said that my password need to be blablablabla ,i tried a thousand times and its very complicated. then when i can use the password that i want it says that my pin/ card number is wrong but it's actually right , then when i restart my app it says that the pass i wrote before cant being used . like r u serious?!","ini adalah aplikasi bodoh, pertama-tama aplikasi mengatakan bahwa password saya perlu blablablabla, saya mencoba seribu kali dan sangat rumit. maka ketika saya dapat menggunakan kata sandi yang saya inginkan mengatakan bahwa nomor pin/kartu saya salah tapi sebenarnya benar, kemudian ketika saya restart aplikasi saya itu mengatakan bahwa lulus saya menulis sebelum tidak bisa digunakan. Kau serius?!",negative
"When I open this apps, it needs to update. When I finished all the steps to update the apps, it says that the Apps will be installed soon. It took long to get installed, even The Apps still not installed yet up to now.","Ketika saya membuka aplikasi ini, perlu untuk memperbarui. Ketika saya selesai semua langkah untuk memperbarui aplikasi, dikatakan bahwa Apps akan segera dipasang. Butuh waktu lama untuk mendapatkan dipasang, bahkan Apps masih belum dipasang sampai sekarang.",negative
"Previously this app was so smooth, now with the latest version.....it sucks. Can't enter the main menu. Stuck in the opening screen.","Sebelumnya aplikasi ini begitu halus, sekarang dengan versi terbaru.....itu menyebalkan. Tidak dapat memasukkan menu utama. Terjebak di layar pembuka.",negative
"They update the app and i couldnt login after update. Sent email for reset password, no emails come to my inbox. And i dont know who to call. Disappoint very much","Mereka memperbarui aplikasi dan saya tidak bisa login setelah update. Kirim email untuk mereset kata sandi, tidak ada email datang ke kotak masuk saya. Dan aku tak tahu harus menghubungi siapa. Sangat mengecewakan.",negative
"This re Login issue is really annoying. And each time I enter the password it always not match. And when I click the forget password, there were no email confirmation.","Masalah re Login ini benar-benar menjengkelkan. Dan setiap kali saya masukkan kata sandi selalu tidak cocok. Dan ketika saya mengklik kata sandi lupa, tidak ada konfirmasi email. buruk",negative
"Upselling is good for your business, but ordering 4 drinks and every each i have to answer yes or no is too much... ( do you want extra shot? No... would you like ice cream on the ice coffee? No... do you want to change your milk into plant based? No...) please. For a regular i know already bout the extra. When i need it, ill ask... Especially on rest area where i need to gey my coffee fast to be able back on the road","Penjualan yang baik untuk bisnis Anda, tetapi memesan 4 minuman dan setiap saya harus menjawab ya atau tidak terlalu banyak... (Apakah Anda ingin tembakan ekstra? No.. Anda ingin es krim di atas es kopi? Tidak.. Anda ingin mengubah susu Anda menjadi tanaman berbasis? Tidak...) silakan. Untuk biasa saya tahu sudah pertarungan ekstra. Saat aku membutuhkannya, tanyakan saja... Terutama pada daerah istirahat di mana saya perlu gey kopi saya cepat untuk dapat kembali di jalan",negative
Have trouble sign in. Invalid username and password. Already reset password for several times but still can't log in. And I see a lot of people experience the same thing. So it's not only my problem I guess? So your last update is not good.,"Ada masalah masuk. Nama pengguna dan sandi tak valid. Sudah direset sandi beberapa kali tapi masih tak bisa log masuk. Dan saya melihat banyak orang mengalami hal yang sama. Jadi bukan hanya masalahku, kurasa? Jadi kabar terakhirmu tidak baik.",negative
"I hope that this apps has easier way to login incase got kicked out due to sudden update, just simply let us bind it to gmail or facebook, instead of using password with stupid case and special case..","Saya harap aplikasi ini memiliki cara yang lebih mudah untuk masuk ke dalam kasus ditendang keluar karena pembaruan tiba-tiba, cukup biarkan kami mengikatnya ke gmail atau facebook, bukannya menggunakan sandi dengan kasus bodoh dan kasus khusus..",negative
"Too bad.. After update, i can't open it.. 'Unstable network connection. Please refresh by pulling down' it said... Funny thing is, even when i use Starbucks's wifi, it keeps showing... Too bad..","Sayang sekali.. setelah update, saya tidak bisa membukanya.. 'Tidak stabil koneksi jaringan. Silakan segarkan dengan menarik ke bawah 'itu mengatakan... Lucunya, bahkan ketika saya menggunakan wifi Starbucks, itu terus menunjukkan... terlalu buruk.. buruk",negative
It's hard to get in. Multiple error. 5%of my sign in attempts failed. I couldn't even see my balance when i could access it because it took forever to load it,Sulit untuk masuk. Kesalahan ganda. 5% dari hasil percobaanku gagal. Aku bahkan tidak bisa melihat keseimbangan saya ketika saya bisa mengaksesnya karena butuh waktu lama untuk memuatnya,negative
"The app always close when i try to sign up and try to fill birth date.. my android is nougat.. im trying to uninstall and reinstall the app, but it always happen.. please fix the bug","Aplikasi selalu dekat ketika saya mencoba untuk mendaftar dan mencoba untuk mengisi tanggal kelahiran.. android saya adalah nougat.. saya mencoba untuk melepaskan dan memasang ulang aplikasi, tapi itu selalu terjadi.. silakan perbaiki bug buruk",negative
"Please get fixed the app, i can't use on my rooted phone. The previous app still better, i can use it well without problem of rooted phone. Otherwise we will try to uninstall and find other coffee shop. Thanks starbucks.","Tolong perbaiki aplikasinya, aku tak bisa gunakan ponsel lama-ku. Aplikasi sebelumnya masih lebih baik, saya dapat menggunakannya dengan baik tanpa masalah dari telepon berurat berakar. Jika tidak kita akan mencoba untuk uninstall dan menemukan kedai kopi lain. Terima kasih starbucks.",negative
"Can't use the app anymore... Keep giving me a ""no network"" notification while I have a full bar 4G+ network. Tried to clear cache and data and it still not working :(","Tidak dapat menggunakan aplikasi lagi... terus memberi saya pemberitahuan ""tidak ada jaringan"" sementara saya memiliki sebuah bar penuh 4G+ jaringan. Mencoba membersihkan tembolok dan data dan masih tidak bekerja:",negative
"Can't open app, it seems down. It says no connection and always asking turn on location, I did and I used wifi, reinstalled it and it stay the same.","Tidak dapat membuka aplikasi, tampaknya turun. Ia mengatakan tidak ada koneksi dan selalu meminta menghidupkan lokasi, saya lakukan dan saya menggunakan wifi, memasang ulang dan tetap sama.",negative
"The apps still unstable, error frequently. When open this app loading so long and crash instantly. I experience this trouble couple times.","Aplikasinya masih tidak stabil, seringkali salah. Ketika membuka aplikasi ini memuat begitu lama dan jatuh seketika. Aku mengalami masalah ini beberapa kali.",negative
"too complicated. always need to accesa location. previously only need to input the passkey once to make payment, now need twice (even more when i was unintentionally pressed back button)","terlalu rumit. Selalu perlu untuk accesa lokasi. Sebelumnya hanya perlu masukan kode akses sekali untuk melakukan pembayaran, sekarang perlu dua kali (bahkan lebih ketika saya tidak sengaja menekan tombol balik)",negative
"the apps still unstable, sometime it tooks longer time to open the apps. Now I can't even login to the apps while today is double point transaction 😓 Do we still need to bring the physical card with us? what happen with the apps...","aplikasi masih tidak stabil, kadang-kadang butuh waktu lebih lama untuk membuka aplikasi. Sekarang aku bahkan tidak bisa login ke aplikasi sementara hari ini adalah transaksi titik ganda. Apakah kita masih perlu membawa kartu fisik dengan kami? Apa yang terjadi dengan aplikasinya... buruk",negative
Requirements for the password is very confusing. I tried to reset it but I cannot seem to fulfill the requirements. It's very frustrating. Huge waste of time and energy.,Tuntutan untuk kata sandi sangat membingungkan. Aku mencoba untuk meresetnya tapi sepertinya aku tidak bisa memenuhi persyaratannya. Ini sangat membuat frustasi. Buang-buang waktu dan tenaga.,negative
"Upgraded the app. Better design, but still slow. Error messages kept popping up saying unstable network.","Upgraded aplikasi. Desain yang lebih baik, tapi masih lambat. Pesan galat terus muncul dengan mengatakan jaringan tidak stabil.",negative
"Cannot login. Keep asking for OTP. Send OTP request to my email address but it takes ages to reach my email. So by the time I received the OTP in my email, it is already expired (more than 30 minutes) Pfffhhhhh so frustrating 😑","Tidak bisa login. Terus meminta OTP. Kirim permintaan OTP ke alamat email saya tapi butuh waktu lama untuk mencapai email saya. Jadi pada saat saya menerima OTP dalam email saya, itu sudah berakhir (lebih dari 30 menit) Pfffhhhhh jadi frustasi å",negative
"Since update it is better design, but make unstable connection.. always pulling down for refresh that page it takes 5-10 mins.. I don't care about design, so please give us fast response and connection back..","Sejak update itu desain yang lebih baik, tetapi membuat koneksi yang tidak stabil.. selalu menarik ke bawah untuk menyegarkan halaman yang dibutuhkan 5-10 menit.. Saya tidak peduli tentang desain, jadi silakan memberi kita respon cepat dan koneksi kembali..",negative
"hard to fill the passcode. after some time, I can't log in my account now. the app ask the to login, verify my email, and it repeats. i'm sure enough my passcode is right tho.","sulit untuk mengisi passcode. setelah beberapa waktu, aku tidak bisa log di akun saya sekarang. aplikasi meminta login, memverifikasi email saya, dan itu berulang. Aku yakin cukup saya passcode benar tho.",negative
"Bad experience when i am come to starbuck central park sogo. And no respon by management! The application is bad loading, not my internet but your aplication only, because when i open the other apps, it loading smoothly.","Pengalaman buruk ketika aku datang ke Starbuck Central Park Sogo. Dan tidak ada respon oleh manajemen! Aplikasi ini buruk loading, bukan internet saya tapi aplikasi Anda saja, karena ketika saya membuka aplikasi lain, itu dimuat lancar.",negative
"After the recent update.. my apps seems to always log off automatically by force from my phone after a day, making me always needing to log in and requesting OTP. Please fix this... Thank you.","Setelah update terbaru.. aplikasi saya tampaknya selalu log off otomatis dengan memaksa dari telepon saya setelah satu hari, membuat saya selalu perlu login dan meminta OTP. Tolong perbaiki ini... Terima kasih.",negative
I want to create new account and register my card but it keep saying password not match with the requirements while I follow all the instructions it should be able to create... This kinda depressing especially when u pay extra rp50k for a God damn card and u unable to activate it due to app malfunction... Seriously?! I'm pissed,Aku ingin membuat akun baru dan mendaftarkan kartuku tapi tetap mengatakan password tidak sesuai dengan persyaratan sementara aku mengikuti semua instruksi yang harus bisa dibuat... Ini agak menyedihkan terutama ketika Anda membayar ekstra rp50k untuk kartu sialan dan u tidak dapat mengaktifkannya karena kerusakan aplikasi... Serius?! Aku kesal.,negative
working fine on my samsung device. but not on xiaomi device. unable to signin. no respond event after the signin button pressed so many times. the bug still persists,Bekerja dengan baik pada perangkat samsung saya. tapi tidak pada perangkat xiaomi. tidak dapat signin. tidak ada acara respon setelah tombol signin ditekan begitu banyak kali. bug masih bertahan,negative
Apllications stuck in starbuck logo for minutes and did not open. Uninstall & reinstalling did jot solve the problem. I think this is the way to hold of customers from earning points. Good job 👍🏻,Aplikasi menempel pada logo Starbuck selama beberapa menit dan tidak dibuka. Melepaskan & memasang ulang jot menyelesaikan masalah. Saya pikir ini adalah cara untuk menahan pelanggan dari pendapatan poin. Kerja bagus.,negative
Really hard to use app. WHY? Because when I trying to add a new card the app said my pin is wrong because it required 8 character pin but when I registered my pin only 6 character can be registered. So how can I add mw new card?,Sangat sulit untuk menggunakan aplikasi. MENGAPA? Karena ketika saya mencoba untuk menambahkan kartu baru app mengatakan pin saya salah karena diperlukan 8 pin karakter tapi ketika saya mendaftarkan pin saya hanya 6 karakter dapat terdaftar. Jadi bagaimana saya bisa menambahkan mw kartu baru?,negative
"I can't login to the mobile apps.. I though that I forgot my password.. I requested them to send a password reset to my email, but the email is never sent.. please fix this problem.. thank you","Aku tidak bisa login ke aplikasi ponsel.. Aku pikir bahwa aku lupa password saya.. Saya meminta mereka untuk mengirim sandi reset ke email saya, tapi email tidak pernah dikirim.. silakan perbaiki masalah ini.. terima kasih buruk",negative
"Just one minor issue, when typing PIN, you can't type with a fast speed. You need to slow down. Like a 500-1000 ms / character.","Hanya satu masalah kecil, ketika mengetik PIN, Anda tidak dapat mengetik dengan kecepatan cepat. Kau harus pelan-pelan. Seperti 500-1000 ms karakter.",negative
Signed out regularly by the app and have to type the email all over again when i input wrong password. Why does it have to be so secure for a simple app like this? It's not like I put tens of million rupiah on my card,Ditandatangani secara teratur oleh aplikasi dan harus mengetik email lagi ketika saya memasukkan sandi yang salah. Mengapa harus begitu aman untuk aplikasi sederhana seperti ini? Ini tidak seperti saya menempatkan puluhan juta rupiah pada kartu saya,negative
"App crashes every time I try to add my date of birth on the sign up page, haven't been able to sign up since installing the app, very dissappointed.","App crashs setiap kali saya mencoba untuk menambahkan tanggal kelahiran saya pada halaman sign up, belum mampu mendaftar sejak menginstal aplikasi, sangat kecewa.",negative
"Couldn't login after recent update (15 Oct 18), many of my friends also face the same problem. Please fix and I'll change the rating. Thanks.","Tidak dapat login setelah pembaruan terbaru (15 Oct 18), banyak teman saya juga menghadapi problem yang sama. Tolong perbaiki dan aku akan mengubah ratingnya. Terima kasih.",negative
"Why cant i use the app anymore after downloading?? I have tried a lot of times and it says that my password is incorrect so i tried the forgot password thing and when i tried putting my replacement password it says that it has to have numeric and stuff cant they make it a bit more simple?? And plus can you say ""failed"" or ""incorrect"" if we input the wrong password? its a bit offensive if you put ""faliure"" ya know P.S. its working now ty","Mengapa saya tidak bisa menggunakan aplikasi lagi setelah download? Saya telah mencoba berkali-kali dan mengatakan bahwa password saya salah jadi saya mencoba hal password lupa dan ketika saya mencoba menempatkan password pengganti saya mengatakan bahwa harus memiliki numerik dan hal-hal yang tidak bisa mereka membuatnya sedikit lebih sederhana? Dan ditambah dapat Anda mengatakan ""gagal"" atau ""salah"" jika kita masukan sandi yang salah? itu sedikit ofensif jika Anda menempatkan ""faliure"" ya tahu N.S. Itu bekerja sekarang.",negative
"I bought a new card registered successfully but can't login and can't use my card to pay. Please starbucks, you are a big company, invest more on your software and server. Well i know your answer will be ""i'm sorry for the incovenience etc...."" so dissapointed.","Aku membeli kartu baru yang terdaftar dengan sukses tapi tidak bisa login dan tidak bisa menggunakan kartu saya untuk membayar. Silakan starbucks, Anda adalah perusahaan besar, berinvestasi lebih pada perangkat lunak Anda dan server. Yah saya tahu jawaban Anda akan ""saya minta maaf atas ketidakbecusan dll...."" jadi kecewa.",negative
"Always forgot password. Because if I don't open the app for very long time, it auto logout. Please add some remember password field so we don't have to input password manually","Selalu lupa kata sandi. Karena jika saya tidak membuka aplikasi untuk waktu yang sangat lama, itu log out otomatis. Harap tambahkan beberapa ruas sandi ingat sehingga kita tidak perlu memasukkan sandi secara manual",negative
"Please help me, i've already reinstall this app soooo many times but my reward didn't come at all, all empty, even in my birthday they didn't show anything at all, how can i fix this?","Tolong bantu aku, aku sudah memasang ulang aplikasi ini berkali-kali tapi upahku tidak datang sama sekali, kosong, bahkan di hari ulang tahunku mereka tidak menunjukkan apa-apa, bagaimana aku bisa memperbaikinya?",negative
"So difficult to open Apps after update. Keep loading. Talked with barista, He gave me the trick by printscreen barcode and used it , but cant used and check reward","Sangat sulit membuka aplikasi setelah update. Terus memuat. Berbicara dengan barista, Dia memberi saya trik dengan layar cetak barcode dan menggunakannya, tapi tidak bisa digunakan dan memeriksa hadiah",negative
"Why I can't use this apps ? Everytime I run it, it shows ""unfortunately server is busy"" or something like that. It has been like this for this 1 week plus. Thank you.","Mengapa saya tidak bisa menggunakan aplikasi ini? Setiap kali saya menjalankannya, itu menunjukkan "" server sayangnya sibuk"" atau sesuatu seperti itu. Sudah seperti ini selama 1 minggu ditambah. Terima kasih.",negative
"this apps is useless as need for long time to verify the passcodes and turned back for notes that ""your time is expired"". It is not recommended for friendly use apps at all","aplikasi ini tidak berguna untuk waktu yang lama untuk memverifikasi kode sandi dan berbalik untuk catatan bahwa ""waktu Anda berakhir"". Aplikasi ini tidak disarankan untuk menggunakan teman sama sekali",negative
"Very slow to generate verification code. And can't stay log in, always log out automatically after few weeks.","Sangat lambat untuk menghasilkan kode verifikasi. Dan tidak bisa tetap log in, selalu log out otomatis setelah beberapa minggu.",negative
"got kicked out from the app really often, and the relogin process needs authentication from email every time. really time-wasting.","ditendang keluar dari aplikasi sangat sering, dan proses relogin membutuhkan otentikasi dari surel setiap kali. benar-benar buang-buang waktu.",negative
"I can't login after I update to the newest version. It always telling me my password or email is incorrect. Please fix this, and maybe the star will raise.","Saya tidak bisa login setelah saya update ke versi terbaru. Itu selalu mengatakan password atau emailku salah. Tolong perbaiki ini, dan mungkin bintangnya akan naik.",negative
"I can't log in to this app using my android phone for about 2 months, server always busy/unavailable. Already try reinstalling but still the same.","Saya tidak bisa login ke aplikasi ini menggunakan telepon android saya selama sekitar 2 bulan, server selalu sibuk/tidak tersedia. Sudah mencoba memasang ulang tapi masih sama.",negative
Automatic logout feature if apps not used is make me sick also not receive OTP code in my email for login. Already email Customer Service but the answer is very disapointing. Just 1 star for this moment until my problem fix.,Fitur log keluar otomatis jika aplikasi yang tidak digunakan membuat saya sakit juga tidak menerima kode OTP dalam email saya untuk login. Sudah layanan pelanggan email tapi jawabannya sangat mengecewakan. Hanya satu bintang untuk saat ini sampai masalah saya memperbaiki.,negative
"Difficult to understand, especially with the password things, i had problem with ot and none of starcbuck staff in many outlets could help , been years i have cards but could ever enjoy the benefits!!","Sulit untuk memahami, terutama dengan password hal-hal, saya punya masalah dengan ot dan tidak ada staf starcbuck di banyak outlet bisa membantu, sudah bertahun-tahun saya memiliki kartu tapi pernah bisa menikmati manfaat!!",negative
"Why i cant sign in my account from this app, but i can sign in from the website. It says, i have an invalid email address but i have no problem when i sign in from the web. Fix this please.","Mengapa saya tidak bisa menandatangani di akun saya dari aplikasi ini, tapi saya bisa masuk dari situs web. Dikatakan, saya memiliki alamat email yang tidak valid tapi saya tidak punya masalah ketika saya masuk dari web. Tolong perbaiki ini.",negative
"Very bad application, the UI isnt that good, got a lot of errors too. Very disappointing for a big company like Starbucks. Looks like it was made by an amateur.","Aplikasi yang sangat buruk, UI tidak begitu baik, mendapat banyak kesalahan juga. Sangat mengecewakan bagi perusahaan besar seperti Starbucks. Sepertinya itu dibuat oleh seorang amatir.",negative
the app is always not responding everytime I want to check my card transaction history. My star doesn't add up as well though I already had several transactions.,aplikasi tidak selalu merespon setiap kali saya ingin memeriksa sejarah transaksi kartu saya. Bintang saya tidak menambahkan serta meskipun saya sudah memiliki beberapa transaksi.,negative
"Trying to login but cannot, it was said no internet connection while internet was working fine. Need to use back my physical card. Not a seamless experience, not recommended.","Mencoba untuk masuk tapi tidak bisa, dikatakan tidak ada koneksi internet sementara internet bekerja dengan baik. Perlu menggunakan kembali kartu fisik saya. Bukan pengalaman tanpa jahitan, tidak dianjurkan.",negative
"Next time you're going to upgrade your system, please make sure the apps showed some messages that the system is still being upgraded, so it won't confuse the user.","Lain kali Anda akan meng-upgrade sistem Anda, pastikan aplikasi menunjukkan beberapa pesan bahwa sistem masih ditingkatkan, sehingga tidak akan membingungkan pengguna.",negative
Useless. Can't even properly send ONE verification code to my registered e-mail when no matter how many times I press retry. Now I can't login nor use my Starbucks physical card. What's the use.,Tak berguna. Bahkan tak bisa mengirim satu kode verifikasi ke surel terdaftarku tak peduli berapa kali aku tekan ulang. Sekarang aku tidak bisa login atau menggunakan kartu Starbucks fisik saya. Apa gunanya.,negative
"At first the app was working normally. But now I can't seem to open the app, it's always stuck on the splash screen. How am I supposed to use my card if I can't even open the app.","Pada awalnya aplikasi bekerja normal. Tapi sekarang aku tidak bisa membuka aplikasi, itu selalu terjebak di layar splash. Bagaimana aku bisa menggunakan kartuku jika aku bahkan tidak bisa membuka aplikasinya.",negative
"The app is really make me sick, always loading when opening the app. I thought my phone is troblem, already restart it a couple times and yet still the same","Aplikasi ini benar-benar membuat saya sakit, selalu memuat ketika membuka aplikasi. Saya pikir telepon saya adalah troblem, sudah memulai kembali beberapa kali namun masih sama",negative
I think the previous version's appearance is way better. I just don't like a gigantic-font-size and everything look like a mess now.,Kurasa penampilan versi sebelumnya jauh lebih baik. Aku hanya tidak suka ukuran raksasa dan semuanya terlihat berantakan sekarang.,negative
"Hi, there is a problem when I just download the app before. I still haven't make it to log in the app. Hope the developer fix it quickly. Thank you","Hai, ada masalah ketika aku mengunduh aplikasi sebelumnya. Aku masih belum berhasil masuk ke dalam aplikasi. Berharap pengembang memperbaikinya dengan cepat. Terima kasih",negative
"For those who just registered & got internal server error, go to the app, click forgot password, follow the steps, & login with username & new password. It should be working.","Bagi mereka yang baru saja mendaftar & mendapat kesalahan server internal, pergi ke aplikasi, klik kata sandi lupa, ikuti langkah-langkah, & login dengan username & kata sandi baru. Ini harus bekerja.",negative
Sometimes it's not working. Just suddenly stopped after waiting so long. not sure why. I couldnt even update the app.,Kadang-kadang tidak berhasil. Tiba-tiba berhenti setelah menunggu begitu lama. tidak yakin mengapa. Aku bahkan tidak bisa memperbarui aplikasinya.,negative
"(Good job, It has been fixed) It is annoying when trying to enter passcode, After entering one number, the cursor always lost focus and need to tap on the next input to enter the next number. Please fix it.","(Pekerjaan yang baik, telah tetap) Hal ini mengganggu ketika mencoba untuk memasukkan passcode, Setelah memasukkan satu nomor, kursor selalu kehilangan fokus dan perlu memanfaatkan input berikutnya untuk memasukkan nomor berikutnya. Tolong perbaiki. buruk",negative
"I'll give them 5 stars if only they fix the account transaction history menu. ""Undefined"" is kept under the item name in almost every receipt.","Aku akan memberi mereka 5 bintang jika hanya mereka memperbaiki menu riwayat transaksi rekening. ""Tidak terdefinisi"" disimpan di bawah nama item dalam hampir setiap tanda terima.",negative
"An Helpfull app, but still need improvements. I hope I can see the history details of beverages that I purchased. Please improve this feature. 😂","Sebuah aplikasi yang berguna, tapi masih perlu perbaikan. Saya harap saya bisa melihat rincian sejarah minuman yang saya beli. Tolong perbaiki fitur ini. Jadi, apa yang akan Anda lakukan?",negative
"Please fix the input process pin, its really takes time just to enter pin to sign in. Apps signing out every now and then, and take a very long time to get the otp.","Silakan perbaiki peniti proses masukan, yang benar-benar membutuhkan waktu hanya untuk memasukkan pin untuk mendaftar. Apps menandatangani keluar setiap sekarang dan kemudian, dan mengambil waktu yang sangat lama untuk mendapatkan otp tersebut.",negative
"Have been tried few times to Sign Up, but keep popping up the error 'ID was stopped' every time when fill the information at birth date column. Please advise the solution.","Telah dicoba beberapa kali untuk mendaftar, tapi terus muncul kesalahan 'ID dihentikan' setiap kali mengisi informasi pada kolom tanggal lahir. Tolong beritahu solusinya.",negative
"I don't have problem log in and opening app. Easy top up (physical and online), easy payment using app. Lots of rewards.","Aku tidak punya masalah masuk dan membuka aplikasi. Tutup dengan mudah (fisika dan online), pembayaran yang mudah menggunakan aplikasi. Banyak imbalan.",negative
Until now still the apps is not working or resolved. It still showing no connection. Will missout the rewards accumulated.,Sampai sekarang masih aplikasi tidak bekerja atau diselesaikan. Masih tidak menunjukkan hubungan. Akan kehilangan hadiah yang terkumpul.,negative
"Just downloaded, tried to sign up but the app keeps crashing. I tried restarting and uninstalling but it just wont let me in. Wasted my time","Hanya download, mencoba untuk mendaftar tapi aplikasi terus menerjang. Aku mencoba memulai kembali dan melepaskan tapi itu hanya tidak akan membiarkan saya masuk Membuang-buang waktu saya",negative
"your development app is so stupid how comes not allow paste on password form and idiot software architect! the apps so slow, loader took so long unresponsive UI Got a lot of profit by selling expensive drink, but can't even hire proper worker to build the digital system 👎","aplikasi pengembangan Anda begitu bodoh bagaimana tidak memungkinkan pasta pada bentuk sandi dan arsitek perangkat lunak idiot! aplikasi begitu lambat, loader mengambil begitu lama responsif UI Mendapat banyak keuntungan dengan menjual minuman mahal, tetapi bahkan tidak bisa menyewa pekerja yang tepat untuk membangun sistem digital",negative
"I saw a progress, now I can reset my password. Uninstalled the apps, until ""Internal Server Error"" disappear.","Aku melihat kemajuan, sekarang aku bisa mengatur ulang kata sandiku. Menghapus aplikasi, sampai ""Kesalahan Server Internal"" menghilang.",negative
Last month I tried to use the promo code but they said its unavailable even though I showed them the promo is still available in my app and since 2 months ago I can't open the app.,Bulan lalu saya mencoba untuk menggunakan kode promo tapi mereka mengatakan tidak tersedia meskipun saya menunjukkan kepada mereka promo masih tersedia dalam aplikasi saya dan sejak 2 bulan yang lalu saya tidak bisa membuka aplikasi.,negative
"Starbucks need to fix the ""Choose Store"" detection. I can only search Starbucks stores in Medan if my exact location is in Medan, but if I'm outside of Medan, it only shows Starbucks stores in Jakarta. Also, seems like this app can only be used if the user come directly to the stores, it cannot be used if I asked somebody to pick up my order when I'm away from the cities that doesn't have any Starbucks stores.","Starbucks perlu memperbaiki ""Chose Store"" deteksi. Saya hanya bisa mencari Starbucks toko di Medan jika lokasi saya tepat di Medan, tetapi jika saya berada di luar Medan, itu hanya menunjukkan Starbucks toko di Jakarta. Juga, sepertinya aplikasi ini hanya dapat digunakan jika pengguna datang langsung ke toko, itu tidak dapat digunakan jika saya meminta seseorang untuk mengambil pesanan saya ketika saya jauh dari kota-kota yang tidak memiliki toko Starbucks.",negative
"After update always show message ""unstable network"". even though watching YouTube and browsing smoothly.","Setelah pemutakhiran selalu tampilkan pesan ""jaringan tidak stabil"". meskipun menonton YouTube dan browsing lancar.",negative
It is great until the last update when I can't use it anymore because my OS is below Marshmellow. And I can't afford to buy new phone. So bye bye Sbux apps...,Hal ini besar sampai update terakhir ketika saya tidak bisa menggunakannya lagi karena OS saya di bawah Marshmellow. Dan aku tidak mampu untuk membeli ponsel baru. Jadi selamat tinggal aplikasi Sbux...,negative
"i cant sign up, when i fill the birthday date information the app always crash and stopped. i already sent the feedback to android with system log.","i cant mendaftar, ketika saya mengisi tanggal ulang tahun informasi aplikasi selalu crash dan berhenti. i sudah mengirim umpan balik ke android dengan log sistem.",negative
"Joined Starbucks ID today. Have made 4 purchases today but told Starbucks card errors and cannot use card or receive credit????? Very disappointed that I get no credit after years of debating of getting membership and it doesn't work when I finally do. Happening again today system is down on 3rd of November 2022. No credit for todays purchases already not receiving over Rp3 50,000 in purchase credit to Starbucks card?wake up Starbucks your offline again No credit again for purchase.",Bergabung dengan ID Starbucks hari ini. Telah membuat 4 pembelian hari ini tapi mengatakan Starbucks kesalahan kartu dan tidak dapat menggunakan kartu atau menerima kredit??????? Sangat kecewa bahwa saya tidak mendapatkan kredit setelah bertahun-tahun berdebat tentang mendapatkan keanggotaan dan itu tidak bekerja ketika saya akhirnya melakukannya. Terjadi lagi hari ini sistem turun pada tanggal 3 November 2022. Tidak ada kredit untuk hari ini pembelian sudah tidak menerima lebih dari Rp3 50.000 dalam kredit pembelian untuk kartu Starbucks? Bangun Starbucks offline Anda lagi Tidak ada kredit untuk membeli lagi.,negative
The latest updated version failed to be opened. Kindly please to fix the problem. Thank you,Versi terbaru gagal dibuka. Mohon untuk memperbaiki masalah. Terima kasih,negative
"Can not open after installed. Stuck at opening page. Too bad, no resolution for quite awhile from review page.","Tidak dapat membuka setelah terpasang. Terjebak di halaman pembuka. Sayang sekali, tidak ada resolusi untuk cukup lama dari halaman review.",negative
"I just want to know who is developing this app coz this app is rubbish. I cannot logged in after I registered with the exact same password. Please just resign and find a new job, dear developer. Its just not your field.","Aku hanya ingin tahu siapa yang mengembangkan aplikasi ini karena aplikasi ini sampah. Aku tidak bisa login setelah aku mendaftar dengan password yang sama persis. Silakan saja mengundurkan diri dan menemukan pekerjaan baru, pengembang sayang. Itu bukan bidangmu.",negative
"very, very useless app. can't login because the app only allow maximum 12 digit password but my account have more. uninstall it after 1 minute install","aplikasi yang sangat, sangat tidak berguna. tidak dapat login karena aplikasi hanya mengijinkan password maksimum 12 digit tapi akun saya memiliki lebih. uninstall setelah 1 menit install",negative
Somehow my starbucks ID didn't work I've tried to open the app but it always stuck in the cover page I've also checked my network and it's in good condition Please check and do something about the app,Entah bagaimana ID starbucks saya tidak bekerja saya telah mencoba untuk membuka aplikasi tapi selalu terjebak di halaman sampul saya juga memeriksa jaringan saya dan dalam kondisi yang baik Silakan cek dan melakukan sesuatu tentang aplikasi,negative
"Previously Starbucks app is nice to explore but now its so hard to open, always saying due to high demand lalala. useless for top up, afraid when need to use it couldnt use the balance.","Sebelumnya aplikasi Starbucks bagus untuk mengeksplorasi tapi sekarang begitu sulit untuk membuka, selalu mengatakan karena lalala permintaan tinggi. Tidak berguna untuk top up, takut ketika perlu untuk menggunakannya tidak bisa menggunakan keseimbangan.",positive
"Recently notification came named Alvin?! Then the app error can't be opened, can't login, can't request forgot password. Please fix ASAP. Thanks 27Oct23 11.42 pm The app is back to normal. Thanks","Pemberitahuan baru-baru ini datang bernama Alvin?! Kemudian app error tidak dapat dibuka, tidak dapat login, tidak dapat meminta password yang lupa. Tolong perbaiki secepatnya. Terima kasih 27Oct23 11.42 pm Aplikasi kembali normal. Terima kasih",negative
Just tried a new update and the app turned out to be trash. The application cannot be opened at all.,Hanya mencoba update baru dan aplikasi ternyata sampah. Aplikasi tidak dapat dibuka sama sekali.,negative
