review_description,translated_text
"I haven't been able to sign in since yesterday. I uninstalled it and 
reinstalled buy still unable to sign in.","Aku belum bisa masuk sejak kemarin. Aku melepaskan dan 
reinstalled membeli masih tidak dapat mendaftar masuk"
"Why Im not allowed take screenshot with info ""your storage is full"" while I 
still have huge space?","Mengapa saya tidak diperbolehkan mengambil gambar layar dengan info ""tempat penyimpanan Anda penuh"" sementara saya 
masih memiliki ruang besar?"
"Keep crashing every time I click on any menu and it's also showing no card 
although I got one active card","Jauhkan crashing setiap kali saya klik pada menu apapun dan juga menunjukkan tidak ada kartu 
Meskipun aku punya satu kartu aktif"
"This app just start to crash, after reinstall I cannot log in. After show 
server fail to connect","Aplikasi ini baru saja mulai crash, setelah reinstal saya tidak dapat log masuk Setelah ditampilkan 
server gagal menyambung"
"This application suck. Cant show the card, didnt get reward..","Aplikasi ini payah. Cant menunjukkan kartu, tidak mendapatkan hadiah.."
"Excuse me, COULD NOT CONNECT TO SERVER. Tolong diperbaikin dong.","Permisi, tidak bisa menghubungi ke server. Tolong diperbaikin dong."
I hve bought 8+ beverages. Buttttt my star stuck at 10 asfck,Aku sudah membeli minuman 8+. Butttt bintang saya terjebak di 10 asfck
"To input date of birth you need to scroll from 2018 until my year of birth 
1977 in monthly, so troublesome","Untuk masukan tanggal lahir Anda perlu gulir dari 2018 sampai tahun kelahiran saya 
1977 di bulanan, begitu merepotkan"
"Saya mau menambah kartu baru tapi tidak bisa Tulisannya unstable connection 
padahal koneksi internet baik2 saja","Saya mau menambah kartu baru tkau tadak bisa Tulusannya tidak stabil koneksi 
Palahal koneksi internet baik2 saja"
"It doesn't work on my mobile phone, only show white blank page","Ini tidak bekerja pada ponsel saya, hanya menunjukkan halaman kosong putih"
JELEK! GAK BISA LOGIN! PARAH! GAK BISA RELOAD! Masih sering CRASH!,JELEK! GAK BISA LOGIN! PARAH! GAK BISA RELOAD! Masih sering CRASH!
Day and night compared to iOS! The app doesn't even work,Siang dan malam dibandingkan dengan iOS! Aplikasi bahkan tidak bekerja
"I can't do anything with this app, what's wrong? Already the newest version.","Aku tidak bisa melakukan apa-apa dengan aplikasi ini, apa yang salah? Sudah versi terbaru."
"Heeeelooooo starbucks i have been losing 2 stars since your unfortunate 
bugs annoying x.x","Heeeelooooo starbucks i have been losing 2 stars since your unfortunate 
bug mengganggu x.x"
"Udah beberapa kali buka app ini selalu crash,gak bisa diapa2in","Udah beberapa kali buka app ini selu crash, gak bisa diapa2in"
Keep crashing and couldnt connect to server. Now I couldnt access my card,Jauhkan crashing dan tidak bisa terhubung ke server. Sekarang saya tidak bisa mengakses kartu saya
"I kept loosing my stars on some of my purchase at Starbucks counters and 
never got it back!!","Aku terus kehilangan bintang saya pada beberapa pembelian saya di Starbucks counter dan 
tidak pernah mendapatkannya kembali!!"
"Crashed on android, I can't manage my registered card","Kecelakaan pada android, saya tidak bisa mengelola kartu terdaftar saya"
Can not add card. Tried for 1 year now..no luck,Tidak dapat menambahkan kartu. Sudah 1 tahun sekarang..tak ada keberuntungan.
Ini kenapa gk bisa buat transfer balance,Ini kenapa gk bisa buat transfer balance
"It can not show the transaction history... so meaning is we can lost our 
credit that we put in this card..??","Hal ini tidak dapat menunjukkan sejarah transaksi... jadi artinya adalah kita bisa kehilangan kami 
kredit yang kita masukkan ke dalam kartu ini..??"
The app is still not good... so many bug in the app,Aplikasi masih tidak baik... begitu banyak bug dalam aplikasi
"Karena install ulang aplikasinya selalu tidak bisa konek ke server pas mau 
sign in","Karena instal ulang aplicikasinya selalu tik bisa konek ke server pas kala 
masuk"
I want a tumbler update but the app seems so old,Saya ingin update tumbler tapi aplikasi tampak begitu tua
It crashes everytime i open reward section.. and it wont load..,Ini crash setiap kali saya membuka bagian hadiah.. dan itu tidak akan beban..
"Not showing my card properly, please fix it","Tidak menunjukkan kartuku dengan benar, tolong perbaiki."
Easy to use.. i can pay my sbux with this app...,Mudah digunakan.. saya dapat membayar sdux saya dengan aplikasi ini...
It's been several days and i still can't use this app for payment,Sudah beberapa hari dan saya masih tidak dapat menggunakan aplikasi ini untuk pembayaran
Can't open apps still crashing,Tidak dapat membuka aplikasi masih crashing
The server down. Always crash,Servernya mati. Selalu crash
"Udah bagus cara dpt in star nya, jangan di rubah lageeee","Udah bagous cara dpt in star nya, jangan di rubah lageeee"
"Salah login 1 kali, harus tunggu 30 menit lagi","Salah login 1 Kali, harus tunggu 30 menit lagi"
It crashes all the time.,Ini crashing sepanjang waktu.
My apps cannot connect to network,Aplikasi saya tidak dapat terhubung ke jaringan
"Help, blank page and no cards shown","Bantuan, halaman kosong dan kartu tidak ditampilkan"
Setelah di download gk bs dibuka,Setelah di unduh gk bs dibuka
SELALU SUSAH SIGN IN MOHON DIBANTU 💸💸,SEJALU SUSAH SIGNA DI MOHON DIBANTU
The app can't reload anything,Aplikasi tidak dapat memuat ulang apa pun
forced stop mulu :(,paksa berhenti mulu:
Couldn't load at all,Tidak dapat memuat sama sekali
Good apos,Apos baik
Force close without reason,Paksa tutup tanpa alasan
could not connect to server,tidak dapat menyambung ke server
Cant find server...,Tidak dapat menemukan server...
Love it,Aku suka.
Keeps on crashing,Keeps on crashing
Useless dude,Useless dude
Useless app,Aplikasi tidak berguna
Horrible,Mengerikan
Cant connect server,Tak bisa menyambung server
😃,Aku tidak tahu apa-apa.
Okeeeeeeeee,Okeeeeeeeee
Wow,Wow
Ok,Ok
"Your application is not practical nor the website. My password wasnt email address but your pop up notif said so. Tried through this apps, I didn't get any notification.. Very disappointing for your class.","Aplikasi Anda tidak praktis atau situs web. Password saya bukan alamat email tapi pop up notif Anda mengatakan demikian. Mencoba melalui aplikasi ini, aku tidak mendapatkan pemberitahuan apapun.. Sangat mengecewakan untuk kelasmu."
Too much consume memory. No picture for cards and menu. Balance is not automatically update. I dont know if MAP develop this app seriously or not,Terlalu banyak mengkonsumsi memori. Tidak ada gambar untuk kartu dan menu. Keseimbangan tidak otomatis diperbarui. Saya tidak tahu apakah MAP mengembangkan aplikasi ini serius atau tidak
"tolong dong syarat buat passwordnya dipermudah.. tiap kali ganti hp, password apps ini mulu yg saya lupa.. gimana gaq lupa.. syaratnya harus upper case, lower case, spesial characters & numbers.. mnurut saya berlebihan syarat pembuatan passwordnya.. bank aja gaq sebanyak itu syarat passwordnya.. ya kali hacker mau ngehack starbucks card.. mending dia ngehack atm kali bos..","ke panjang dong syarat buat kata sandinya dipermudah.. tiap kali gliti hp, password apps ini mulu yg saya lupa.. gimana gaq lupa.. syaratanya harus upper case, lower case, spial characy karakter & numbers. murant saya belebihant pembuatan... bank aq sebanyyak it syaratnya.. yali hacker mauhack starbuck.ding menjlok."
Why its really hard for me to topup the Card by Credit card lately? Always failed. Either through Website nor Application,Mengapa sangat sulit bagi saya untuk topup kartu oleh kartu kredit akhir-akhir ini? Selalu gagal. Baik melalui Situs Web maupun Aplikasi
This app is useless. It always can't topup the balance and even check the balance. I choose to unistall it,Aplikasi ini tidak berguna. Selalu tidak bisa menaikkan keseimbangan dan bahkan memeriksa keseimbangan. Aku memilih untuk mencabutnya.
"Dunno why with others, but its working fine for me...  Ps: this app just for indonesia? Cannot use abroad?","Tidak tahu mengapa dengan orang lain, tapi baik-baik saja bagi saya... aplikasi ini hanya untuk indonesia? Tidak bisa menggunakan luar negeri?"
Stars or points is not update after we have a transaction. Need to refresh app regulary.,Bintang atau poin tidak update setelah kita memiliki transaksi. Perlu untuk menyegarkan app teratur.
Please make an update for planner rewards. Thx a good ap,Silakan membuat update untuk hadiah perencana. ♪ Itx a good ap ♪
"Sampah bener, susah masuk. Percuma top up ga bisa pake. 😠😠","Sampah bener, susah masuk. Percuma top up ga bisa pake. Jadi, apa yang akan Anda lakukan?"
"Yeah, it's not so bad, but still need some improvement because the application is slow respond","Ya, itu tidak begitu buruk, tapi masih perlu beberapa perbaikan karena aplikasi lambat menanggapi"
Gak bisa top up balance d.a can not reach server. Plz fix it,Gak bisa top up balance d.a tidak dapat mencapai server. Plz memperbaikinya
"It always restarting, cannot connect to internet. Rarely happen","Ini selalu restart, tidak dapat terhubung ke internet. Jarang terjadi"
"Are u crazy ???  Asking 3 security  : pin, password and verification  ??? And none of them working $!$/@/@&@*#&@¥+£€_÷_+","Apa kau gila???  Meminta 3 keamanan: pin, password dan verifikasi??? Dan tidak satupun dari mereka bekerja $!$/@@@@*#@¥+_+"
"I cant see my card, balance card, etc. Allways white screen 😣😣","Saya tidak bisa melihat kartu saya, kartu kredit, dll. Allways white screen."
Saya sama sekali tidak bisa log in di appnya. Sedangkan jika dari websitenya saya bisa log in.,Saya sama sekali tikak bisa log di appnya. Sedankan jika dari websitenya mengatakana bisa log in
"Quite helpful to check our balance amount, rewards, etc","Cukup membantu untuk memeriksa jumlah keseimbangan kita, hadiah, dll"
"No trx history appeared on my screen, just blank...","Tidak ada sejarah trx muncul di layar saya, hanya kosong..."
Bring back the remove card button :(,Kembalikan tombol remove card:
Getting worse lately.,Semakin buruk akhir-akhir ini.
"Aplikasi lemot, rewards ga bs kebuka","Aplikasi lemot, hadiah ga bis kebuka"
Untuk login memerlukan waktu yang lama aplikasinya tidak praktis dan berkali2 perlu verifikasi melalui email,Untuk login memerlukan waktu yang lama apnikasinya tisak praktis dan berkali2 perlu veriensi melalui email
Register gagal mulu. masih di gunakan apa engga ya app ini?,Register gagal mulu. masih di gunkan apa kabara ya app inii?
"Akan lebih bagus jika bisa membuka aplikasi dengan fingerprint, untuk opsi membuka aplikasi selain dari passcode.","Akan lebih baguus jika bisa imbukaa aplicasi dengan sidik jari, untuk opsi imbukaa aplicasi selain dari passcode."
Tolong ya message inboxnya dikasih pilihan untuk bisa dihapus.,Tolong ya pesan inboxnya dikalih pilihan unsuk bisa dihapus.
Uda press send otp berapa Kali tapi tidak dapat otp,Uda tekan kirim otp berapa Kali tadak dapat otp
Asik pake app sambil ngumpulin reward,Asik pake app sambil ngamulin reward
Nice app.,Aplikasi yang bagus.
Slow loading.,Perlambat muatannya.
Very good 👍👍🤩🤩,Sangat bagus.
Nice app,Aplikasi bagus
Good app,Aplikasi baik
very helpfull,sangat membantu!
Sangat sulit untuk login,Sangat sulit untuk login
Good,Baik
Good,Baik
great,hebat
Good,Baik
nice...,bagus...
Cannot join,Tidak dapat bergabung
Error,Galat
done register 👍👍,selesai mendaftar.
starbucks 👍,starbucks °F
Wow,Wow
Mantull banget,Banget Mantull
"I can't check my real balance and rewards, it always loading in rewards page","Saya tidak bisa memeriksa keseimbangan nyata saya dan hadiah, itu selalu dimuat di halaman hadiah"
Amazing app,App yang luar biasa
"Daftar kartu Starbucks baru gak bisa bisa. Bikin Pasword gak bisa bisa. Kemudian lanjut ke email, pin, security code,otp, sampai no Starbucks card semua pemberitahuan incorrect dan invalid. Padahal Semua itu sudah benar dan gak ada yg salah. Tolong dong sistemnya di perbaiki. Ini aplikasi error atau apa?","Daftar kartu Starbucks baru gak bisa bisa. Bikin Pasword gak bisa bisa. Kemudian lanjut ke email, pin, kode keamanan, otp, sampai tidak ada Starbucks kartu semua pemmitahuan salah dan tidak valid. Palahal Semua itu sudah benar dan gak ada yg salah. Tolong dong sitemnya di perbaki. Ini aplicasi error atau apa?"
harus isi saldo manual..tidak bisa link kartu debit atau sejenisnya.. jadi ada sisa salsp nantinya.. maap kurang efektip jadinya,Halus isi saldo manual..sidak bisa link kartu debit aau sejenisnya.. jadi sisa salsp nantinya.. maap kukang esektip janya
Tidak bisa lihat history pemakaian. Hati2 kalau bayar. Cek apakah nilai transaksi udah bener.,Tidak bisa lihat history pemakaian. Hati2 kalau bayar. Cek apakah nilai transaksi udah bener.
Tidak.bisa login abis masukin otp balik lg d suru masukin otp.. ga jelas.. tolong dibantu . Edited: uda bisa terima kasih,Tidak.bisa login abis macumin otp balik lg d suru masukin otp.. ga jelas.. tolong dibantu. Diedit: uda bisa terima kasih
"Setiap buka aplikasi nya, harus log in dlu begitu di kirim otp dari email autofill nya lama banget jadi ga masuk2 ke aplikasi, padahal ga log out tp ke log out sendiri password udah bener selalu salah !!","Setiap buka aplicasi nya, harus log in dlu begitu di kirim otp dari emailfill nya lala banget jadi ga masuk2 aplicasi, palahal ga log out tp ke log out sensiri password udah bener selalu salah!!"
Kasir Starbucks kemang pratama tdk usah sok tau yg buat promo bukan nenek lo tapi dari ceo nya kenapa tdk bisa bayar pake semua ewalet norak lo,Kasier Starbucks kemank pratama tdk usah sok tau yg buat promo buan neneek lo trapi ceo nya kenk bisa bayar pake semua ewalet norak
Error pada saat register isi tanggal lahir. Apk langsung menutup,Error pana saat register isi tanggal lahir. Menutup apk langsung
syarat password susah!! forgot password via email tidak kujung datang!!,syarat password susah!! lupa kata sandi via email tadak kujung datang!!
"Applikasi sangat membantu, tetapi entah knp setiap enter password selalu loading dan tidak bisa input angkat (loadingnya lama)","Applikasi sangat membantu, tetapi entah knp sekiap enter password selalu loading dan ticak bisa input angkat (loadingnyaa)"
"Kebanyakan verifikasi, via nomor hp, via email lah apa ngga sekalian via pos aja buat verifikasi alamat","Kebanyakan verifikasi, via nomor hp, via email lah apa ngga selian via pos aja buat verifasi alamat"
Kenapa kartu starbucks saya inactive? Belum 1thn transaksi . Koq saldonya 0 hilang,Kenapa starbucks kartu mengatakan tidak aktif? Belum 1thn transaksi. Koq saldonya 0 hilang
selalu keluar dari aplikasi saat mengisi kode otp sms,selalu keluar dari aplicikan saat mengisi kode otp sms
"now it's good, with additional PIN","sekarang bagus, dengan PIN tambahan"
"Login ribet, menu ga ada harga","Login ribet, menu ga Ada harga"
"Awesome....,splendid","Mengagumkan..., diplendid"
good app,app yang baik
Great apps,Aplikasi yang bagus
"Mempermudah pembayaran, cepat, bonus berlimpah.","Mempermudah pembayaran, cepat, bonus berlimpah."
Informative,Informatif
Good,Baik
Nice,Bagus
Fun,Menyenangkan
Goof,"GoofCity in Texas, United States"
Starbucks Starbucks ☺️,Starbucks Starbucks °F
Star 5,Bintang 5
"Diminta input no ponsel untuk kirim OTP tp saat saya klik ""tidak dapat mengirim OTP"" koneksi jaringan semua baik-baik saja ini bukan Beta kan? Coba di fix kan dulu bug nya.","Diminta input no ponsel untuk kirim OTP tp saat saya klik ""tidak dapat ingirim OTP"" koneksi jaringan semua baik-baik saja ini bukan Beta kan? Coba di fix kan dulu bug nya."
Nice app... easy to use.. sangat membantu.. untuk reward or redeem nya juga bisa dibilang Fair.. dan keren nya gak bisa di screenshot 😁... sukses selalu Starbucks Indonesia,Aplikasi yang bagus... mudah digunakan.. bernyanyi dimembantu.. tidak menerima imbalan atau menebus nya biga bisa dibilang Fair.. dan keren nya gak bisa di screenshot... sukses selalu Starbucks Indonesia
Jaman gini masih pake pin pinan. Dimana2 tinggal tempel jari di fingerprint trus masuk. Please starbucks jangan malu2in deh. Hp sejuta aja udh ada fingerprintnya sekarang,Jaman gini masih pake pinan. Dimana2 tinggal tempel jari di sidik jari trus masuk. Silakan starbucks jangan Malu2in deh. Hp sejuta aja udh ada sidik jari nya sekarang
"Ini Aplikasi Tolol Sudah Input betul Semua Pas Log in Ga Bisa Ganti Password makin Akut , Udah sama Malah Failure Sekelas Starbucks Tolong serius sedikit lah..","In Aplikasi Tolol Sudah Input betul Semua Pas Log di Ga Bisa Ganti Sandi membuat Akut, Udah sama Malah Kegagalan Sekelas Starbucks Tolong seredikitlah.."
Diupgrade malah gak bisa login. Forgot password gak dapet emailnya. Gimana coba ?,Diupgrade malah gak bisa login. Lupa password gak dapet emailnya. Gimana coba?
"Sudah berhasil register, tetapi tidak bisa sign in! Coba tolong diperbaiki aplikasinya!","Sudah berhasil register, tetapi tidak bisa sign in! Coba tolong diperbaiki aplikasinya!"
Ini apaan yah dari kmrin sistem maintenance terus....udh unistall berulang,Ini apaan yah kmrin sistem pemeliharaan terus....udh unistall berulang
"Ribet. Nunggu email OTP bikin antrean panjang, seharusnya bisa pakai verifikasi bentuk lain.","Ribet. Nunggu email OTP bikin antrean panjang, seharusnya bisa pakai verifikasi lain."
"Semenjak pembaruan sistem email saya tidak bisa di akses di akun saya, bagaimana pertanggung jawaban pihak Starbucks ???","Semenjak perbaryuan sitem email saya ticak bisa di acses di akun saya, bagaimana pertanggung jaban pihak Starbucks???"
"Ga ada verification code yang masuk ke email, udah retry berkali kali juga","Ga ada verifikasi code Yang masuk ke email, udah retry arkali Kali juga"
"Tidak bisa memasukan tanggal lahir yg mengakibatkan keluar dari apps, sehingga tidak bisa registrasi.","Tidak bisa memasukan tanggal lahir yg wakibatkan keluar dari apps, sehingga tidak bisa registrasi."
"Sudah ganti password baru tp tetep ga bisa login juga, kenapa ya?","Sudah ganti password baru tp tetep ga bisa login juga, kenopa ya?"
Tidak bisa sign up. Ketika memasukkan tanggal lahir tiba tiba close,Tidak bisa mendaftar. Ketika memasukkan tanggal lahir tiba dekat
"Ga bisa log in, sllu blg kalo password and email salah!!","Ga bisa log in, sllu blg kalo password dan email salah!!"
Ga bs sign in. Lemot banget loh :(,Ga bs sign in Lemot banget oh:
Setelah updated terakhir aplikasi jadi tidak bisa dibuka. Padahal email dan passwordnya sudah sesuai.,Setellah memperbarui terakhir amplicasi jadi ticak bisa dibuka. Palahal email and passwordnya sudah sesuai.
"Habis update tidak bisa login, padahal di web bisa","Habis perbarui tidak bisa login, palahal di web bisa"
Kenapa tidak bisa login? Muncul pesan maintenance setiap akan login,Kenapa tidak bisa login? Muncul pesan pemeliharaan sediap Akan login
Ini app nya mau gabisa dipake sampe kapan min? :((((,"Ini app nya mau gabisa dipake sampe pasan min? :↑ Allah berkata, "" Oh, Tuhanku, oh, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
Fixed all the problems..... Great apps,Memperbaiki semua masalah aplikasi yang bagus.
Nice apps.,Aplikasi yang bagus.
Kok jadi gabisa liat saldo kita ya ?,Kok jadi gabisa liat saldo kita ya?
Good,Baik
Bengong aja aplikasinya.,Bengong aja aplikasinya.
Nice apps,Aplikasi yang bagus
Good apps,Aplikasi yang baik
Good Apps,Apps yang Baik
Great!,Bagus!
RIBET BANGET BIKIN PASSWORD,PASSWORD BANGET BIKIN
Good,Baik
Great,Bagus.
Good,Baik
Good,Baik
Good,Baik
Good,Baik
Useful,Berguna
Awesome,Mengagumkan
Awesome,Mengagumkan
cool,Keren
otp nya ribet......,otp nya ribet......
OTP problem,Masalah OTP
Sudah bisa login kembali,Sudah bisa login kembali
S E M A N G K A,S E M A N G K A
Memudahkan untuk bertransaksi,Memudahkan untuk bertransaksi
Mantap,Mantap
Ok,Ok
Ok,Ok
💓💓,"Jadi, apa yang akan Anda lakukan?"
"Tidak punya fungsi paste. Goblok juga sih aplikasi begini fungsi paste nya di disable. Mana sering sign out sendiri, password harus ketik ulang juga gak bisa paste. Mohon hire tim UX untuk aplikasi ini.","Tidak punya jamur pasta. Goblok juga sih aplicasi beginiti jamur pasta di non-aktifkan. Mana sering sign out sensiri, password harus ketik ulang juga gak bisa paste. Mohon menyewa tim UX untuk aplicasi inii."
"Setelah update terakhir, saya tidak bisa membuka apps. Tertulis notifikasi server busy","Setelah mengupdate aplikasi terakhir, saya tidak bisa membukaa. Tertulis server notifikasi sibuk"
"Kenapa tidak bisa digunakan ya? Sudah uninstall dan install ulang, keterangannya server unavailable or busy","Kenapa tidak bisa dignakan ya? Sudah uninstall dan install ulang, server ketragannya tidak tersedia atau sibuk"
Great apps now sbux has given quite an effort on dealing with mobile users.,Aplikasi yang bagus sekarang sdux telah memberikan cukup usaha untuk berurusan dengan pengguna ponsel.
"Sejak ter-upgrate apps nya, saya tidak bisa sign in.","Sejak ter-upstrate apps nya, saya tidak bisa sign in"
Server busy terus. Ga bisa dibuka :(,Server sibuk terus. Ga bisa dibuka:
Bisa kena 25k/bulan untuk adm ga di push notif?,Bisa kena 25k/bulan untuk adm ga di push notif?
"Lumayan bagus untuk transaksi, perlu tambah program rewards nya","Lumayan bagus untuk transaksi, perlu tamaba program hadiah nya"
Good,Baik
Hot chocolate,Cokelat panas
Great apps,Aplikasi yang bagus
Good aplication,Aplikasi baik
Cool app,Aplikasi keren
good,baik
love it,Aku suka.
Helpfull,Helpfull
Great,Bagus.
Satisfy,Memuaskan
Rewards cant be accessed,Hadiah tidak dapat diakses
Ok,Ok
Berguna,Berguna
"Pemakaian lancar, lebih praktis dibanding cash atau pakai kartu. Sayangnya untuk top up tidak bisa langsung lewat applikasi ini, tapi harus manual via atm/mobile banking. Masalahnya, di atm/mobile banking, kita harus tahu nomor kartu starbucks kita. Celaknya, nomor kartu itu tidak bisa diliat di applikasi. Jadi harus cari lagi di kartu aslinya. Merepotkan sekali. Tolong diperbaiki.","Pemakaian Iancar, lebih praktis dibanding uang tunai diau pakai kartu. Sayangnya untuk top up tisak bisa langsung lewat applikasi inii, tapi harus manual via atm/mobile banking. Masalahnya, di atm/mobile banking, kita harus tau nomor kartu starbucks kita. Celaknya, nomor kartu itu tik bisa diliat di applikasi. Jadi harus cari di kartu aslinya. Merepotkan sekali. Tolong diperbaki."
"Kenapa ya di update terbaru reload pake kartu kredit malah dihilangkan? Padahal itu yg paling efektif menurut saya, kalo mau isi ulang gampang tinggal masukin CVV sama kode verifikasi aja. Gak perlu pindah2 ke mobile banking app lg kaya skrg. Malah mundur gini starbucks app nya 💔","Kenapa ya di update terbaru reload pake kartu kredit malah dihilangkan? Palahal itu yg paling efektif menurat saya, kalo mau isi ulang gapang tinggal masukin CV sama koifikasi aja. Gak perlu pindah2 ke mobile banking app lg kala skrg. Malah mundur gini starbucks app nya"
"Sbux, banyak banget developer app yg bagus... kenapa masih bertahan sama yg sekarang? bikin susah aj kalian ini tiap update selalu minta login dan bermasalah","Sbux, banyak banget developer app yg baguus... Kenapa masih bertahan sama yg sekarang? bikin susah aj kalian ini tiap update selalu minta login dan bermasalahlah"
Login harus pakai email otp tapi begitu switch ke mail app buat liat kodenya sbux appnya crash. Request otp baru lagi. Gitu aja terus sampe pesenan fore saya dateng.,Login harus pakai email otp titu begitu switch ke mail app buat liat kodenya sbux appnya crash. Permintaan otp baru lagi. Gitu aja terus sampe pesenan fore saya dateng.
"Setiap kali ingin mengisi kolom untuk data tanggal lahir untuk aktivasi, aplikasi langsung error dan tertutup paksa. Mau aktivasi jd selalu gagal. Tolong solusinya.","Setiap kali ingin langisi kolom untuk data tanggal lahir untuk aktivasi, aplicasi langsung error dan tertutup paksa. Mau aktivasi jd selu gagal. Tolong solusinya."
"setelah di update app nya saya jd gak bisa signin karena masalah pasword, coba forgot pasword jg gak ada respon.... ok byebye kartu lama, hai hai kartu baru, mulai dari green lagi😅","setelah di update app nya saya jd gak bisa signin karena masala pasword, coba forgi pasword jg gak acpon.... ok bye kartu lamala, hai hai kartu baru, mulai dari hijau lagi"
"sering force log out, dan kenapa setelah update tdk bs pakai fitur credit card nih? bukannya mempermudah malah tambah ribet","memaksa sering log keluar, dan Kenapa setellah update tdk bs pakai fitur kartu kredit nih? bukan dia mempermudah malah tamaba ribet"
Bisa jadi lebih baik jika pada Redeemed Rewards History dimunculkan lokasi di mana reward diambil. Saya pernah ada dua redeemed offer yang hanya beda 1 menit tapi tidak merasa redeem dua kali.,Bisa jadi lebih baik jika Pada Repeed Rewards History dimunculkan lokali di mana diabil pahala. Saya pernah ada dua menebus tawaran yang hanya beda 1 menit thari merasa menebus dua kali.
saya sudah registrasi dan saya lupa password. saya masukkan email. tapi ga ada di kirimkan email sama sekali. padahal email saya sudah benar. karyawan tidak ramah untuk membantu.,saya sudah registrasi dan saya lupa password. saya masukkan email. Tapi ada di kirimkan email sama sekali. Palahal email saya sudah benar. kalayawan tadak ramah untuk membantu.
capek lah harus login terus...mana ribet lagi pake OTP dan mesti buka email. habis buka email malah nutup aplikasinya...kan nyebelin,Capek lah harus login terus...mana ribet lagi pake OTP dan mesti buka email. penduduk buka email malah nuckup aplikasinya...kan nyebelin
"Saya udah download appnya, pas mau di buka ada tulisan ""Your phone has been rooted"", padahal saya gak pernah ngeroot,tolong di fix dong buat Xiaomi Redmi 6 Pro","Saya udah download appnya, pas mau di buka tulisan ""Telepon Anda telah berakar"", Palahal saya gak pernah ngeroot,tolong di fix dong buat Xiaomi Redmi 6 Pro"
payah....harus pake laptop kalo mau verifikasi email karena starbucka apps selalu logout kalau mau lihat OTP email di HP,payah....harus pake laptop kalo mu verifikasi email karena starbuba apps selalu logout kalau mau lihat OTP email di HP
"untuk sign in harus OTP dulu which is dikirimnya lama sekali, sungguh merepotkan dan buang2 waktu yang berharga.","tanda untuk dalam harus OTP dulu yang adalah dikirrimnya nya lala sekali, sungguh merepotkan dan buang2 waktu yang berharga."
kapan nih bisa top up selain lewat store sama bca?,Kapan nih bisa top up selain lewat store sama bca?
kenapa sih top up balance pake credit card dihilangkan?,Kenapa sih up balance pake kartu kredit dihilangkan?
Nice and simple no need to bring card,Bagus dan sederhana tidak perlu membawa kartu
Great development !,Perkembangan yang hebat!
Nice apps !,Nice apps!
Working good and smooth now,♪ Working good and smooth now ♪
aplikasi bego... daftar gagal terus,aplicasi bego... madever gagal terus
Updated version is the best,Versi terbaru adalah yang terbaik
good application......,aplikasi yang baik......
excellent!,Bagus sekali!
improved now,membaik sekarang
great application,aplikasi besar
nice apps,aplikasi bagus
great!,Bagus!
great app,aplikasi bagus
very good,sangat baik
Banyak Reward,Banyak Imbalan
Good information,Informasi baik
Nice app,Aplikasi bagus
good app,app yang baik
great app,aplikasi bagus
Nice🤩,Bagus.
Excellent 🙂🙂,Bagus sekali.
Love it 😍,Aku suka itu.
good,baik
good,baik
good,baik
nice,bagus
good,baik
helpful,membantu
good,baik
app nya stabil trus..,app nya stabil trus..
tidak bisa login,tisak bisa login
cape login terus,Cape login terus
lebih baik,lebih baik
Rewards 😥,Imbalan
susah digunakan,susah dignakan
semakin terdepan,semakin terdepan
ok,oke
Mantab,Mantab
ok,oke
"Halo, app yg baru agak bingungin. Kenapa gambar kartu kita beda sama yg kita beli. Kalo dulu kita bisa milih gambar sendiri. Please bring back the old app. Terus ada bbrpa kartu yg di daftarin, malah ngga keluar gambar sama skali. Please fix it. Thank You :)","Halo, app yg baru agak bingungin. Kenapa gabar kartu kita beda sama yg kita beli. Kalo dulu kita bisa milih gabarri sendiri. Tolong kembalikan aplikasi lama. Terus Ada bbrpa kartu yg di maditarin, malah ngga keluar gabar sama skatli. Tolong perbaiki. Terima Kasih:)"
"membuat segalanya jd lbh simple tanpa harus membawa card fisik dalam paymen, cuma knp ya saya tiap x add card baru, tidak ad gambar cardnya. smua card baru yg saya update berwarna hitam smua, tolong segera di perbaiki. tq","membuat segalanya jd lbh sederhana tanpa harus membawa card fisik dalam paymen, cuma knp ya saya tiap x add card baru, tikak ad gabarbarnya card. smua card baru yg saya update berwarna hitam smua, tolong segera di perbaiki. tq"
"Di aplikasi tertulis setelah pemakaian 1jt, akan mendptkan planner. Dan tnyata stlh spent 1,5jt, star nya ga nambah2 walopun uda lebih dari 2x24 jam.. star sy mentok di 20 aja. Give me the planner damn u starbucks!!","Di aplicasi tertulis setellah pemakaian 1jt, yang akan mendptkan perencana. Dan tnyata stlh menghabiskan 1.5jt, bintang nya ga nambus2 walopun uda lebih dari 2x24 jam.. bintang sy mentok di 20 aja. Beri aku perencana sialan kau starbucks!!"
